Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
842,//cdn2.bulbagarden.net/upload/9/9e/842MS8.png,Appletun,Ripen,Gluttony,Thick Fat,8
843,//cdn2.bulbagarden.net/upload/6/62/843MS8.png,Silicobra,Sand Spit,Shed Skin,Sand Veil,8
844,//cdn2.bulbagarden.net/upload/0/0b/844MS8.png,Sandaconda,Sand Spit,Shed Skin,Sand Veil,8
845,//cdn2.bulbagarden.net/upload/f/fd/845MS8.png,Cramorant,Gulp Missile,,,8
845,//cdn2.bulbagarden.net/upload/1/13/845GuMS8.png,Cramorant (Gulping Form),Gulp Missile,,,8
845,//cdn2.bulbagarden.net/upload/4/43/845GoMS8.png,Cramorant (Gorging Form),Gulp Missile,,,8
846,//cdn2.bulbagarden.net/upload/b/bd/846MS8.png,Arrokuda,Swift Swim,,Propeller Tail,8
847,//cdn2.bulbagarden.net/upload/3/3d/847MS8.png,Barraskewda,Swift Swim,,Propeller Tail,8
848,//cdn2.bulbagarden.net/upload/5/5b/848MS8.png,Toxel,Rattled,Static,Klutz,8
849,//cdn2.bulbagarden.net/upload/5/52/849MS8.png,Toxtricity (Amped Form),Punk Rock,Plus,Technician,8
849,//cdn2.bulbagarden.net/upload/8/83/849LMS8.png,Toxtricity (Low Key Form),Punk Rock,Minus,Technician,8
850,//cdn2.bulbagarden.net/upload/d/d3/850MS8.png,Sizzlipede,Flash Fire,White Smoke,Flame Body,8
851,//cdn2.bulbagarden.net/upload/8/82/851MS8.png,Centiskorch,Flash Fire,White Smoke,Flame Body,8
852,//cdn2.bulbagarden.net/upload/4/45/852MS8.png,Clobbopus,Limber,,Technician,8
853,//cdn2.bulbagarden.net/upload/c/cb/853MS8.png,Grapploct,Limber,,Technician,8
854,//cdn2.bulbagarden.net/upload/7/75/854MS8.png,Sinistea,Weak Armor,,Cursed Body,8
855,//cdn2.bulbagarden.net/upload/4/4b/855MS8.png,Polteageist,Weak Armor,,Cursed Body,8
856,//cdn2.bulbagarden.net/upload/f/fe/856MS8.png,Hatenna,Healer,Anticipation,Magic Bounce,8
857,//cdn2.bulbagarden.net/upload/8/82/857MS8.png,Hattrem,Healer,Anticipation,Magic Bounce,8
858,//cdn2.bulbagarden.net/upload/7/77/858MS8.png,Hatterene,Healer,Anticipation,Magic Bounce,8
859,//cdn2.bulbagarden.net/upload/7/73/859MS8.png,Impidimp,Prankster,Frisk,Pickpocket,8
860,//cdn2.bulbagarden.net/upload/3/30/860MS8.png,Morgrem,Prankster,Frisk,Pickpocket,8
861,//cdn2.bulbagarden.net/upload/5/54/861MS8.png,Grimmsnarl,Prankster,Frisk,Pickpocket,8
868,//cdn2.bulbagarden.net/upload/2/26/868MS8.png,Milcery,Sweet Veil,,Aroma Veil,8
869,//cdn2.bulbagarden.net/upload/9/98/869MS8.png,Alcremie,Sweet Veil,,Aroma Veil,8
870,//cdn2.bulbagarden.net/upload/b/b6/870MS8.png,Falinks,Battle Armor,,Defiant,8
871,//cdn2.bulbagarden.net/upload/f/f7/871MS8.png,Pincurchin,Lightning Rod,,Electric Surge,8
872,//cdn2.bulbagarden.net/upload/1/1b/872MS8.png,Snom,Shield Dust,,Ice Scales,8
873,//cdn2.bulbagarden.net/upload/e/e5/873MS8.png,Frosmoth,Shield Dust,,Ice Scales,8
874,//cdn2.bulbagarden.net/upload/b/b6/874MS8.png,Stonjourner,Power Spot,,,8
875,//cdn2.bulbagarden.net/upload/3/3b/875MS8.png,Eiscue (Ice Face),Ice Face,,,8
875,//cdn2.bulbagarden.net/upload/c/c7/875NMS8.png,Eiscue (Noice Face),Ice Face,,,8
876,//cdn2.bulbagarden.net/upload/5/57/876MS8.png,Indeedee (Male),Inner Focus,Synchronize,Psychic Surge,8
876,//cdn2.bulbagarden.net/upload/a/a2/876FMS8.png,Indeedee (Female),Own Tempo,Synchronize,Psychic Surge,8
877,//cdn2.bulbagarden.net/upload/0/03/877MS8.png,Morpeko (Full Belly Mode),Hunger Switch,,,8
877,//cdn2.bulbagarden.net/upload/4/4a/877HMS8.png,Morpeko (Hangry Mode),Hunger Switch,,,8
878,//cdn2.bulbagarden.net/upload/9/9d/878MS8.png,Cufant,Sheer Force,,Heavy Metal,8
879,//cdn2.bulbagarden.net/upload/f/f5/879MS8.png,Copperajah,Sheer Force,,Heavy Metal,8
880,//cdn2.bulbagarden.net/upload/c/cd/880MS8.png,Dracozolt,Volt Absorb,Hustle,Sand Rush,8
881,//cdn2.bulbagarden.net/upload/c/c7/881MS8.png,Arctozolt,Volt Absorb,Static,Slush Rush,8
882,//cdn2.bulbagarden.net/upload/e/eb/882MS8.png,Dracovish,Water Absorb,Strong Jaw,Sand Rush,8
883,//cdn2.bulbagarden.net/upload/c/c8/883MS8.png,Arctovish,Water Absorb,Ice Body,Slush Rush,8
884,//cdn2.bulbagarden.net/upload/1/14/884MS8.png,Duraludon,Light Metal,Heavy Metal,Stalwart,8
885,//cdn2.bulbagarden.net/upload/0/06/885MS8.png,Dreepy,Clear Body,Infiltrator,Cursed Body,8
886,//cdn2.bulbagarden.net/upload/f/f3/886MS8.png,Drakloak,Clear Body,Infiltrator,Cursed Body,8
887,//cdn2.bulbagarden.net/upload/6/67/887MS8.png,Dragapult,Clear Body,Infiltrator,Cursed Body,8
888,//cdn2.bulbagarden.net/upload/6/6e/888MS8.png,Zacian (Hero of Many Battles),Intrepid Sword,,,8
888,//cdn2.bulbagarden.net/upload/7/7d/888CMS8.png,Zacian (Crowned Sword),Intrepid Sword,,,8
889,//cdn2.bulbagarden.net/upload/d/d1/889MS8.png,Zamazenta (Hero of Many Battles),Dauntless Shield,,,8
889,//cdn2.bulbagarden.net/upload/9/92/889CMS8.png,Zamazenta (Crowned Shield),Dauntless Shield,,,8
890,//cdn2.bulbagarden.net/upload/8/80/890MS8.png,Eternatus,Pressure,,,8
890,//cdn2.bulbagarden.net/upload/3/30/890EMS8.png,Eternatus (Eternamax Eternatus),Pressure,,,8
891,//cdn2.bulbagarden.net/upload/9/9f/891MS8.png,Kubfu,Inner Focus,,,8
892,//cdn2.bulbagarden.net/upload/a/a7/892MS8.png,Urshifu (Single Strike Style),Unseen Fist,,,8
892,//cdn2.bulbagarden.net/upload/a/a7/892MS8.png,Urshifu (Rapid Strike Style),Unseen Fist,,,8
893,//cdn2.bulbagarden.net/upload/6/62/893MS8.png,Zarude,Leaf Guard,,,8
894,//cdn2.bulbagarden.net/upload/e/e3/894MS8.png,Regieleki,Transistor,,,8
895,//cdn2.bulbagarden.net/upload/4/43/895MS8.png,Regidrago,Dragon's Maw,,,8
896,//cdn2.bulbagarden.net/upload/6/68/896MS8.png,Glastrier,Chilling Neigh,,,8
897,//cdn2.bulbagarden.net/upload/3/34/897MS8.png,Spectrier,Grim Neigh,,,8
898,//cdn2.bulbagarden.net/upload/8/87/898MS8.png,Calyrex,Unnerve,,,8
898,//cdn2.bulbagarden.net/upload/e/ed/898IMS8.png,Calyrex (Ice Rider Calyrex),As One,,,8
898,//cdn2.bulbagarden.net/upload/c/c4/898SMS8.png,Calyrex (Shadow Rider Calyrex),As One,,,8
