Move Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
aurora_beam,1,An Ice-type attack. Has a one-in-three chance of reducing the target's Attack power.,An Ice-type attack. Has a one-in-ten chance of reducing the target's Attack power.,An attack that may lower Attack.,Fires a rainbow-colored beam that may lower Attack.,A rainbow-colored attack beam. It may lower the foe's Attack stat.,The foe is hit with a rainbow-colored beam. It may also lower the target's Attack stat.,The target is hit with a rainbow-colored beam. This may also lower the target's Attack stat.,,,,,,,,,,,,,,,,,
hyper_beam,1,"An extremely powerful attack. The attacker becomes so tired, it has to rest the next turn.",1st turn: Attack2nd turn: Rest,"Powerful, but leaves the user immobile the next turn.",A severely damaging attack that makes the user rest on the next turn.,The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.,The target is attacked with a powerful beam. The user must rest on the next turn to regain its energy.,The target is attacked with a powerful beam. The user can't move on the next turn.,,,,,,,,,,,,,,,,,
peck,1,A standard Flying-type attack. It is favored by Pokemon that have beaks and/or horns.,A standard Flying-type attack. It is favored by Pokemon with beaks or horns.,"Jabs the foe with a beak, etc.","Attacks the foe with a jabbing beak, etc.","Attacks the target with a jabbing beak, etc.",The foe is jabbed with a sharply pointed beak or horn.,The target is jabbed with a sharply pointed beak or horn.,,,,,,,,,,,,,,,,,
drill_peck,1,A standard Flying-type attack. It is strong and highly likely to hit the target.,"A strong, spinning-peck attack.",A corkscrewing attack with the beak acting as a drill.,"A corkscrewing attack, with the beak acting as a drill.",A corkscrewing attack with the sharp beak acting as a drill.,A corkscrewing attack with a sharp beak acting as a drill.,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.,,,,,,,,,,,,,,,,,
submission,1,The strongest Fighting attack. One quarter of the damage it inflicts comes back to hurt the attacker.,Strongest Fighting attack. One quarter of the damage also hurts the attacker.,An attack that also hurts the user.,A reckless body slam that also hurts the user.,"A reckless, full-body throw attack that also hurts the user a little.",The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.,The user grabs the target and recklessly dives for the ground. It also hurts the user slightly.,The user grabs the target and recklessly dives for the ground. This also damages the user a little.,,,,,,,,,,,,,,,,
low_kick,1,A Fighting-type attack. Has a one-in-three chance of making the target flinch if it connects.,A Fighting-type attack. Has a one-in-three chance of making the target flinch if it hits.,An attack that may cause flinching.,A kick that inflicts more damage on heavier foes.,"A low, tripping kick that inflicts more damage on heavier foes.",A kick that inflicts more damage on heavier targets.,A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.,A powerful low kick that makes the target fall over. It inflicts greater damage on heavier targets.,"A powerful low kick that makes the target fall over. The heavier the target, the greater the move's power.",,,,,,,,,,,,,,,
counter,1,A retaliation move that back double the damage of a physical attack. Highly accurate.,A retaliation move that back double the damage of a physical attack. Very accurate.,Returns a physical blow double.,Retaliates any physical hit with double the power.,A retaliation move that counters any physical hit with double the damage.,"A retaliation move that counters any physical attack, inflicting double the damage taken.",,,,,,,,,,,,,,,,,,
seismic_toss,1,A Fighting-type attack. Throws the target with enough force to flip the world upside down.,A Fighting-type attack. Throws the target with enough force to flip the world.,The user's level equals damage HP.,Inflicts damage identical to the user's level.,A gravity-fed throw that causes damage matching the user's level.,The foe is thrown using the power of gravity. It inflicts damage equal to the user's level.,The target is thrown using the power of gravity. It inflicts damage equal to the user's level.,,,,,,,,,,,,,,,,,
strength,1,A very powerful Normal-type attack. Also used for moving obstacles like boulders.,A powerful physical attack.,"Builds enormous power, then slams the foe.",The foe is slugged at maximum power. Can also be used to move boulders.,"Builds enormous power, then slams the target.",The foe is slugged with a punch thrown at maximum power. It can also be used to move boulders.,The foe is hit with a punch thrown at maximum power.,The target is slugged with a punch thrown at maximum power. This move can also be used to move boulders.,The target is slugged with a punch thrown at maximum power. This can also be used to move heavy boulders.,The target is slugged with a punch thrown at maximum power.,The target is slugged with a punch thrown at maximum power. It’s also one of the Pokétch’s hidden moves.,,,,,,,,,,,,,
absorb,1,A Grass-type attack. It adds half the HP it drained from the target to the attacker's HP.,Steals 1/2 of the damage inflicted.,An attack that absorbs half the damage inflicted.,An attack that absorbs half the damage it inflicted to restore HP.,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,,,,,,,,,,,,,,,,,,,
mega_drain,1,A Grass-type attack. It adds half the HP it drained from the target to the attacker's HP.,Steals 1/2 of the damage inflicted.,An attack that absorbs half the damage inflicted.,A tough attack that drains half the damage it inflicted to restore HP.,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,,,,,,,,,,,,,,,,,,,
leech_seed,1,Plants a seed on the target Pokemon. The seed slowly drains the target's HP for the attacker.,Plants a seed on the target Pokemon. It slowly drains the target's HP for the attacker.,Steals HP from the foe on every turn.,Plants a seed on the foe to steal HP on every turn.,A seed is planted on the foe to steal some HP for the user on every turn.,Plants a seed on the target to steal HP on every turn.,A seed is planted on the foe. It steals some HP from the foe to heal the user on every turn.,A seed is planted on the target. It steals some HP from the target every turn.,,,,,,,,,,,,,,,,
growth,1,Raises Special to make special attacks stronger and enhance protection against special moves.,A Normal-type move that raises Spcl.,Raises the Spcl. Atk rating.,Forces the body to grow and heightens Sp. Atk.,"The user's body is forced to grow, raising the Sp. Atk stat.",The user's body is forced to grow all at once. It raises the Sp. Atk stat.,"The user's body grows all at once, raising the Attack and Sp. Atk stats.",,,,,,,,,,,,,,,,,
razor_leaf,1,A Grass-type attack that sends sharp-edged leaves at the target. Likely to get a critical hit.,A Grass-type attack that uses sharp-edged leaves. Likely to get a critical hit.,Has a high critical hit ratio.,Cuts the enemy with leaves. High critical-hit ratio.,The foe is hit with a cutting leaf. It has a high critical-hit ratio.,A sharp-edged leaf is launched to slash at the foe. It has a high critical-hit ratio.,Sharp-edged leaves are launched to slash at the foe. It has a high critical-hit ratio.,Sharp-edged leaves are launched to slash at the opposing team. Critical hits land more easily.,Sharp-edged leaves are launched to slash at the opposing Pokemon. Critical hits land more easily.,Sharp-edged leaves are launched to slash at opposing Pokemon. Critical hits land more easily.,,,,,,,,,,,,,,
solar_beam,1,"The strongest Grass-type attack. Energy is absorbed in the first turn, then fired the next turn.","Strongest Grass-type attack. Energy is absorbed in the first turn, then fired on the next.",1st turn: Prepare 2nd turn: Attack,"Absorbs light in one turn, then attacks next turn.",A 2-turn move that blasts the foe with absorbed energy in the 2nd turn.,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn.","A two-turn attack. The user gathers light, then blasts a bundled beam on the next turn.","In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn.",,,,,,,,,,,,,,,,
poison_powder,1,"A technique that poisons the target. If poisoned, the victim loses HP steadily.","A move that poisons the target. If poisoned, the victim loses HP steadily.",A move that may poison the foe.,Scatters a toxic powder that may poison the foe.,A cloud of toxic dust is scattered. It may poison the foe.,Scatters toxic powder that may poison the target.,A cloud of poisonous dust is scattered on the foe. It may poison the target.,The user scatters a cloud of poisonous dust on the target. It may poison the target.,The user scatters a cloud of poisonous dust on the target. This may also poison the target.,The user scatters a cloud of poisonous dust that poisons the target.,,,,,,,,,,,,,,
